,date,adClose_DBC,adClose_DLG,adClose_HHS,adClose_HNG,adClose_IDI,adClose_SBT,adClose_TNG,adClose_TSC,adClose_TTF,adClose_VNM
703,2021-10-05,28.001,4.75,5.485,7.21,6.664,17.841,22.494,9.304,7.18,81.043
704,2021-10-06,27.81,5.08,5.596,7.45,6.831,17.841,24.712,9.304,7.3,80.772
705,2021-10-07,28.096,5.43,5.762,7.36,6.813,17.841,24.315,9.214,7.8,80.32
706,2021-10-08,27.905,5.79,5.635,7.45,6.682,18.096,24.712,9.214,7.59,81.043
707,2021-10-11,27.048,6.08,5.603,7.6,6.562,18.86,24.395,9.169,7.5,81.405
708,2021-10-12,27.239,5.94,5.564,7.49,6.673,18.52,24.315,9.528,7.59,81.767
709,2021-10-13,27.048,5.75,5.596,7.59,6.747,18.52,24.315,9.438,7.63,81.495
710,2021-10-14,27.143,6.15,5.667,7.74,6.84,18.52,24.871,9.438,8.1,81.405
711,2021-10-15,27.048,6.58,5.699,7.61,6.971,18.35,25.108,9.438,8.3,81.405
712,2021-10-18,26.858,6.8,5.683,7.54,6.915,17.883,24.871,9.753,8.1,81.224
713,2021-10-19,26.715,7.27,5.69,7.4,6.831,18.053,24.712,10.068,8.48,81.676
714,2021-10-20,26.762,7.76,5.936,7.45,6.878,17.883,24.078,9.843,9.05,81.405
715,2021-10-21,27.048,7.22,5.951,7.49,6.998,17.756,24.474,9.888,8.96,80.591
716,2021-10-22,27.382,6.72,6.054,7.49,6.971,17.883,24.631,9.933,9.15,81.857
717,2021-10-25,27.858,7.0,6.332,7.46,7.286,17.671,25.425,9.978,9.05,81.495
718,2021-10-26,29.001,7.08,6.292,7.4,7.575,18.18,25.583,10.023,9.19,81.043
719,2021-10-27,29.239,6.78,6.339,7.49,7.528,18.138,25.425,10.697,9.1,81.767
720,2021-10-28,29.048,7.25,6.696,7.63,7.602,18.775,25.82,10.697,9.16,81.948
721,2021-10-29,28.667,7.46,7.084,7.5,7.984,18.69,25.899,11.416,9.58,82.038
722,2021-11-01,28.334,7.26,7.265,7.86,8.541,19.03,25.742,12.045,9.85,81.405
723,2021-11-02,28.953,7.4,7.163,7.77,9.136,19.455,26.454,12.225,9.7,80.681
724,2021-11-03,28.334,6.89,6.743,7.57,9.573,19.157,24.948,11.686,9.03,79.777
725,2021-11-04,28.429,7.01,6.973,7.51,10.223,19.073,24.948,11.865,9.04,79.958
726,2021-11-05,30.382,7.03,7.187,7.88,10.92,19.752,26.454,12.135,9.3,80.681
727,2021-11-08,31.524,7.35,7.479,8.43,11.013,21.111,26.612,12.18,9.28,82.129
728,2021-11-09,31.286,7.52,7.361,8.57,11.013,21.239,26.296,12.989,9.2,81.224
729,2021-11-10,32.382,7.76,7.471,8.62,11.757,21.918,26.296,13.169,9.66,81.134
730,2021-11-11,33.048,8.25,7.993,8.88,12.547,21.748,25.742,13.169,10.3,81.043
731,2021-11-12,33.096,8.55,8.548,9.18,13.197,22.088,25.661,14.068,10.8,80.772
732,2021-11-15,32.429,8.4,9.141,9.6,14.08,22.173,26.058,13.843,10.85,80.501
733,2021-11-16,32.382,7.83,8.548,9.16,14.127,21.154,26.929,13.573,10.4,80.139
734,2021-11-17,32.572,8.05,9.141,9.05,15.103,21.408,26.296,13.663,10.55,80.32
735,2021-11-18,32.286,8.06,9.775,9.25,16.125,22.471,26.216,14.607,11.25,79.596
736,2021-11-19,30.953,8.0,9.537,8.99,17.24,21.961,24.948,14.787,10.8,77.877
737,2021-11-22,31.429,7.44,8.903,8.37,17.287,20.432,22.97,13.753,10.05,77.968
738,2021-11-23,33.62,6.92,8.706,8.27,18.495,21.239,23.841,14.023,10.75,78.058
739,2021-11-24,35.953,6.71,8.706,8.27,19.75,20.899,24.157,14.203,11.5,79.144
740,2021-11-25,35.715,7.17,9.3,8.35,21.097,21.281,24.553,15.191,11.6,79.144
741,2021-11-26,36.572,7.2,9.181,8.25,22.538,20.644,24.553,15.506,11.7,79.867
742,2021-11-29,37.858,7.12,9.458,8.7,23.514,20.305,24.157,16.315,11.75,79.144
743,2021-11-30,37.286,7.0,9.695,8.82,21.887,20.814,24.157,16.63,11.6,79.234
744,2021-12-01,37.144,7.16,9.497,8.89,20.4,21.069,25.583,16.72,11.35,79.144
745,2021-12-02,37.239,7.66,9.458,9.0,19.006,21.069,25.028,16.45,11.35,79.053
746,2021-12-03,35.667,7.2,8.825,8.6,17.705,20.092,24.474,15.326,11.1,77.606
747,2021-12-06,35.191,6.83,8.231,8.4,16.497,19.115,22.97,14.293,10.35,77.154
748,2021-12-07,35.81,7.09,8.785,8.77,15.382,19.922,23.841,13.304,11.05,78.239
749,2021-12-08,36.286,7.0,8.943,9.17,14.313,19.709,24.236,13.484,10.9,77.787
750,2021-12-09,36.382,7.23,9.102,9.81,13.337,20.007,24.395,13.259,11.15,78.692
751,2021-12-10,37.858,7.12,8.983,10.2,13.987,19.879,25.978,12.854,10.95,78.058
752,2021-12-13,37.667,7.48,9.577,10.9,14.963,19.922,25.82,12.674,11.7,78.149
753,2021-12-14,37.286,7.55,,11.2,15.986,20.305,26.374,12.585,11.55,78.058
754,2021-12-15,36.239,7.61,9.458,10.6,14.87,20.814,25.742,12.674,11.3,78.058
755,2021-12-16,36.429,8.14,10.091,11.15,14.777,20.729,26.216,12.45,12.05,78.33
756,2021-12-17,35.953,8.3,10.012,10.4,14.127,20.474,27.325,13.304,12.2,77.516
757,2021-12-20,34.429,8.4,9.893,10.7,14.127,20.177,27.325,13.304,12.0,77.516
758,2021-12-21,35.477,8.47,10.249,11.1,13.941,19.752,26.929,13.439,12.1,77.335
759,2021-12-22,34.525,9.06,10.927,11.0,13.709,20.347,26.849,13.259,12.9,77.244
760,2021-12-23,33.524,9.69,11.205,11.75,14.173,20.941,25.742,12.944,13.8,76.611
761,2021-12-24,34.001,9.4,10.695,12.55,13.476,20.984,26.772,12.854,13.6,77.787
762,2021-12-27,33.667,10.05,11.112,13.4,13.29,21.154,26.772,13.034,14.0,77.877
763,2021-12-28,34.763,10.5,11.112,12.95,13.662,21.069,26.138,13.484,13.85,77.335
764,2021-12-29,34.048,10.25,10.742,13.65,13.523,21.154,25.583,14.382,14.25,77.063
765,2021-12-30,34.286,9.75,10.695,13.0,14.452,22.386,25.82,14.113,13.7,77.154
766,2021-12-31,34.763,9.36,10.325,12.25,14.87,22.004,25.978,14.427,13.5,78.149
767,2022-01-04,35.239,9.43,10.464,12.45,14.685,22.301,26.296,14.023,14.0,78.42
768,2022-01-05,35.477,9.74,10.788,13.3,14.87,22.258,27.088,13.753,14.95,77.968
769,2022-01-06,35.286,10.2,11.529,13.2,14.592,22.088,27.088,14.697,15.45,77.244
770,2022-01-07,35.62,10.4,11.482,13.1,14.638,22.301,28.592,15.686,15.7,77.063
771,2022-01-10,34.096,10.2,11.621,13.5,14.777,22.81,26.929,16.764,15.7,76.969
772,2022-01-11,33.81,9.85,11.066,12.9,14.87,21.748,26.374,16.764,15.5,76.969
773,2022-01-12,34.286,9.17,10.325,12.0,13.848,21.664,25.425,17.079,15.0,76.417
774,2022-01-13,34.001,8.53,9.63,11.2,12.919,20.305,25.666,17.798,13.95,76.417
775,2022-01-14,34.239,8.11,10.001,10.7,12.547,20.474,26.067,18.742,14.1,77.889
776,2022-01-17,34.144,7.55,9.306,10.15,12.407,19.073,23.661,18.742,13.2,76.233
777,2022-01-18,34.286,7.03,8.667,10.3,11.571,17.756,23.661,18.338,13.6,76.693
778,2022-01-19,34.286,6.54,8.991,10.15,10.781,18.903,24.062,18.652,13.9,76.693
779,2022-01-20,35.239,6.99,9.584,10.3,11.525,19.2,24.703,18.652,14.3,76.325
780,2022-01-21,36.382,7.47,9.538,10.35,11.757,18.86,24.623,17.978,13.9,75.957
781,2022-01-24,34.763,6.95,8.871,9.63,10.967,17.543,22.297,16.72,12.95,74.486
782,2022-01-25,35.096,6.96,8.991,9.2,10.688,18.52,22.698,15.551,12.85,72.831
783,2022-01-26,34.905,6.6,8.519,9.5,10.502,18.69,22.457,15.281,12.2,73.291
784,2022-01-27,34.286,6.4,8.454,9.4,10.595,18.69,21.816,15.281,11.5,76.417
785,2022-01-28,34.048,6.66,8.797,8.99,11.013,18.69,22.457,14.832,12.0,76.417
786,2022-02-07,33.477,7.12,9.214,9.41,11.757,19.2,23.661,15.102,12.8,76.785
787,2022-02-08,34.048,6.91,9.167,9.45,12.547,19.54,24.703,15.416,12.95,75.406
788,2022-02-09,33.81,7.05,9.492,9.47,12.919,19.54,24.544,15.911,13.05,76.141
789,2022-02-10,34.334,7.09,9.492,9.8,13.151,19.54,25.024,15.731,12.9,76.049
790,2022-02-11,35.239,6.99,9.353,9.51,12.965,19.412,24.784,15.551,13.15,75.406
791,2022-02-14,35.239,6.8,9.103,8.9,13.802,19.073,24.703,15.236,12.75,74.578
792,2022-02-15,35.239,6.79,9.177,9.0,13.476,19.073,24.863,15.461,12.85,74.67
793,2022-02-16,36.81,7.24,9.445,9.14,13.755,19.54,25.426,15.821,13.6,73.934
794,2022-02-17,36.429,7.17,9.306,9.52,13.755,19.54,25.505,15.866,13.9,74.302
795,2022-02-18,36.62,7.22,9.445,9.75,14.359,19.455,26.468,15.911,13.8,74.118
796,2022-02-21,36.906,7.72,10.093,9.74,14.685,19.54,26.468,16.18,14.1,74.486
797,2022-02-22,37.81,7.44,10.51,9.5,14.313,19.37,25.825,16.36,13.7,73.567
798,2022-02-23,37.667,7.58,10.325,9.49,14.592,20.049,26.628,16.54,14.05,73.567
799,2022-02-24,36.572,7.05,9.816,9.07,14.08,19.327,27.27,16.45,15.0,72.279
800,2022-02-25,37.191,7.17,10.14,9.12,14.22,19.455,27.591,16.63,15.0,72.555
801,2022-02-28,36.572,7.21,10.093,8.91,14.313,19.2,28.073,17.753,15.15,72.095
802,2022-03-01,37.144,7.25,10.325,9.0,15.289,19.54,27.351,18.967,14.95,72.831
803,2022-03-02,36.667,7.3,10.047,9.2,16.265,19.54,27.351,19.776,15.75,72.187
804,2022-03-03,37.858,7.5,10.093,9.54,16.683,20.899,29.436,20.765,15.7,72.095
805,2022-03-04,37.144,7.5,10.325,10.1,16.311,20.899,28.633,20.405,15.7,71.635
806,2022-03-07,37.382,7.77,10.418,10.5,16.683,21.664,28.874,20.72,15.65,70.624
807,2022-03-08,35.667,7.53,10.464,10.0,17.473,20.857,27.109,20.315,15.2,69.98
808,2022-03-09,35.001,7.41,10.371,9.9,18.123,20.432,26.468,18.922,15.25,69.061
809,2022-03-10,34.858,7.47,10.371,9.92,19.378,20.729,26.708,18.922,15.55,70.9
810,2022-03-11,34.763,7.5,10.232,9.92,18.03,20.135,27.109,17.618,16.6,71.727
811,2022-03-14,35.429,7.2,9.584,9.5,18.495,19.54,26.468,16.63,16.85,70.992
812,2022-03-15,35.096,7.24,9.816,9.53,19.332,19.54,26.468,15.506,16.8,70.992
813,2022-03-16,35.382,7.35,9.816,9.71,20.679,19.54,27.27,15.686,17.0,71.084
814,2022-03-17,35.429,7.72,10.001,10.0,20.354,19.709,27.27,15.281,16.85,70.256
815,2022-03-18,35.191,7.93,9.955,9.88,20.493,19.54,26.949,15.146,17.0,69.888
816,2022-03-21,35.239,8.18,10.232,9.95,21.887,19.795,27.029,15.641,17.2,71.36
817,2022-03-22,35.667,7.9,10.232,10.35,21.98,19.879,27.029,15.821,16.95,70.716
818,2022-03-23,36.667,8.1,10.186,10.05,22.399,19.709,26.949,15.371,16.7,69.98
819,2022-03-24,37.191,8.34,10.325,10.1,22.306,19.837,27.351,14.967,16.85,69.52
820,2022-03-25,37.239,8.25,10.927,10.15,23.839,20.389,28.794,15.102,17.0,69.153
821,2022-03-28,36.334,7.72,10.371,10.8,25.466,20.389,30.638,16.15,16.1,67.497
822,2022-03-29,36.096,8.14,10.834,10.65,25.419,21.027,30.318,17.25,17.2,69.428
823,2022-03-30,35.763,7.59,10.371,10.4,25.466,20.432,32.083,17.45,17.05,70.072
824,2022-03-31,35.715,7.24,9.862,10.1,25.28,20.389,31.039,16.7,16.7,74.394
825,2022-04-01,35.525,7.31,10.186,10.1,26.441,20.644,31.2,17.0,16.85,75.13
826,2022-04-04,35.62,7.55,10.186,10.2,25.28,20.602,30.478,17.05,16.3,75.59
827,2022-04-05,37.144,7.54,10.093,10.35,26.999,20.389,30.719,17.0,16.1,73.934
828,2022-04-06,36.62,7.2,9.769,10.1,26.581,20.305,31.681,16.8,15.0,72.923
829,2022-04-07,35.715,7.2,9.584,10.15,24.722,19.455,31.281,17.95,14.85,72.187
830,2022-04-08,34.715,7.02,9.492,9.61,23.049,19.2,29.596,18.75,14.75,71.084
831,2022-04-12,33.905,6.53,8.982,9.2,24.629,18.69,29.757,18.0,14.0,70.624
832,2022-04-13,34.096,6.66,9.214,9.51,25.977,18.987,31.2,16.75,14.85,70.992
833,2022-04-14,34.144,6.68,9.177,9.32,26.163,18.987,31.681,16.0,14.3,70.164
834,2022-04-15,33.334,6.4,8.751,9.3,27.231,19.2,33.286,16.2,14.4,70.348
835,2022-04-18,31.143,5.96,8.14,8.65,28.858,18.817,33.687,15.1,13.4,70.808
836,2022-04-19,29.81,5.55,7.575,8.05,27.603,17.501,31.521,14.05,12.5,69.888
837,2022-04-20,28.096,5.17,7.177,7.49,26.72,16.311,30.478,13.1,11.8,69.52
838,2022-04-21,28.477,4.81,6.676,6.97,24.861,16.311,30.959,12.2,12.6,68.969
839,2022-04-22,29.191,4.55,6.899,7.14,23.142,16.524,27.912,12.25,12.35,69.796
840,2022-04-25,27.191,4.4,6.575,6.85,21.562,15.377,25.184,11.4,11.8,67.589
841,2022-04-26,27.62,4.7,6.991,7.22,21.376,15.717,25.825,11.4,12.45,69.796
842,2022-04-27,29.239,5.02,7.315,7.38,22.863,15.802,26.468,11.0,12.65,68.969
843,2022-04-28,29.524,5.1,7.278,7.29,23.189,15.547,26.067,11.75,12.45,68.325
844,2022-04-29,29.62,5.45,7.473,7.35,24.536,16.142,27.591,12.55,12.65,68.233
845,2022-05-04,27.572,5.36,7.454,7.16,24.629,16.567,27.591,11.7,12.5,66.67
846,2022-05-05,27.572,5.25,7.232,7.01,22.91,16.524,27.671,11.5,12.0,66.302
847,2022-05-06,26.477,4.89,6.945,6.95,23.142,15.717,25.906,10.7,11.4,64.555
848,2022-05-09,24.667,4.55,6.463,6.47,21.562,14.655,23.34,9.96,10.65,64.371
849,2022-05-10,23.715,4.86,6.575,6.55,22.259,14.017,24.703,9.94,9.91,64.922
850,2022-05-11,24.0,5.04,6.667,6.71,21.097,14.103,24.945,10.3,10.0,63.911
851,2022-05-12,22.334,4.7,6.204,6.25,19.657,13.126,22.457,9.58,9.4,61.152
852,2022-05-13,20.81,4.39,5.778,5.82,18.309,12.234,20.212,8.91,8.75,60.784
853,2022-05-16,20.0,4.49,5.843,5.85,17.054,12.488,19.81,8.98,8.76,60.508
854,2022-05-17,21.381,4.8,6.251,6.25,18.216,13.338,21.736,9.51,9.36,64.371
855,2022-05-18,21.762,4.99,6.473,6.3,18.542,13.72,22.056,9.5,9.33,64.647
856,2022-05-19,21.858,5.0,6.362,6.23,18.309,13.72,21.655,9.32,9.13,63.451
857,2022-05-20,22.667,5.06,6.371,6.16,18.03,13.72,21.895,9.4,9.18,62.624
858,2022-05-23,22.096,5.09,6.213,6.1,19.285,13.593,22.137,9.38,9.0,60.968
859,2022-05-24,22.143,5.1,6.158,6.1,20.633,13.253,22.859,9.35,9.2,63.359
860,2022-05-25,22.524,5.3,6.538,6.28,22.073,13.806,24.784,9.52,9.57,66.118
861,2022-05-26,24.096,5.51,6.491,6.32,21.98,14.74,24.784,10.15,9.71,65.566
862,2022-05-27,24.953,5.79,6.732,6.6,21.887,14.995,24.301,10.6,9.54,67.129
863,2022-05-30,24.953,5.68,6.778,6.6,22.259,15.037,24.141,10.6,9.67,66.67
864,2022-05-31,24.762,5.5,6.769,6.47,22.77,14.867,24.141,10.25,9.72,65.934
865,2022-06-01,23.762,5.31,6.825,6.37,24.35,14.909,25.265,10.35,9.4,66.118
866,2022-06-02,24.953,5.16,6.621,6.23,24.815,14.782,25.879,10.05,9.3,65.382
867,2022-06-03,24.334,5.18,6.621,6.06,25.001,14.655,25.439,9.88,9.1,64.647
868,2022-06-06,23.81,5.15,6.297,6.1,24.164,14.57,25.615,9.3,8.94,65.106
869,2022-06-07,23.143,4.79,6.149,6.23,25.094,15.505,28.159,9.24,8.8,64.922
870,2022-06-08,23.81,5.11,6.389,6.51,24.35,15.462,28.51,9.6,9.25,65.29
871,2022-06-09,23.715,5.08,6.463,6.53,24.722,15.377,28.949,9.5,9.15,64.555
872,2022-06-10,23.429,4.86,6.473,6.38,23.003,14.74,26.844,9.15,9.15,63.911
873,2022-06-13,21.81,4.52,6.028,5.94,21.423,13.72,24.299,8.51,8.51,61.06
874,2022-06-14,20.286,4.35,5.834,5.71,21.097,13.763,25.615,7.92,8.21,60.784
875,2022-06-15,19.477,4.05,5.445,5.32,21.562,13.466,25.615,7.37,7.64,59.313
876,2022-06-16,19.619,3.98,5.445,5.38,21.841,13.763,26.405,7.02,7.6,62.532
877,2022-06-17,18.905,3.71,5.065,5.01,22.259,13.423,28.159,6.53,7.07,61.336
878,2022-06-20,17.619,3.46,4.713,4.66,22.863,12.488,28.072,6.08,6.58,63.451
879,2022-06-21,16.429,3.32,4.584,4.98,21.283,12.616,26.317,5.66,6.68,67.773
880,2022-06-22,16.6,3.55,4.899,5.13,19.796,12.998,24.387,5.93,6.96,64.922
881,2022-06-23,17.75,3.67,4.954,5.09,21.004,13.38,26.493,6.12,7.19,65.014
882,2022-06-24,18.2,3.65,4.991,5.09,20.168,13.593,26.142,6.1,7.27,65.75
883,2022-06-27,19.45,3.82,5.26,5.39,20.493,13.763,26.844,6.22,7.33,65.382
884,2022-06-28,20.8,4.08,5.399,5.42,19.982,13.933,27.633,6.65,7.65,65.106
885,2022-06-29,20.8,4.03,5.371,5.3,20.447,14.867,27.194,6.79,7.45,66.486
886,2022-06-30,19.6,3.75,5.13,5.0,19.796,15.844,27.019,6.5,7.13,66.394
887,2022-07-01,20.95,3.75,5.186,5.2,19.424,15.037,26.931,6.4,7.28,67.773
888,2022-07-04,22.4,3.96,5.306,5.4,18.727,15.207,25.966,6.56,7.5,69.061
889,2022-07-05,22.7,3.78,5.213,5.3,17.426,14.612,24.124,6.25,7.46,67.221
890,2022-07-06,24.25,3.65,5.13,5.04,17.147,14.187,22.018,6.05,7.1,67.219
891,2022-07-07,24.5,3.64,5.112,5.08,16.265,14.612,22.808,6.0,7.59,69.406
892,2022-07-08,24.6,3.8,5.389,5.2,16.45,15.037,23.51,6.15,8.12,69.406
893,2022-07-11,26.3,3.77,5.5,5.24,16.543,14.825,22.457,6.58,8.4,69.406
894,2022-07-12,26.65,4.03,5.834,5.6,17.659,15.249,22.896,7.04,8.4,69.691
895,2022-07-13,27.7,4.03,5.788,5.99,18.123,15.037,22.896,7.1,8.48,68.931
896,2022-07-14,26.35,4.01,5.778,6.22,18.123,15.717,23.334,7.0,8.51,68.836
897,2022-07-15,26.9,4.06,5.825,6.36,17.752,15.589,23.51,7.01,8.52,68.075
898,2022-07-18,27.7,4.08,5.926,6.8,17.937,15.589,23.334,7.33,8.72,68.17
899,2022-07-19,27.45,4.36,5.815,7.01,18.263,15.207,23.423,7.3,8.63,69.216
900,2022-07-20,26.95,4.38,6.019,6.52,19.053,15.632,24.212,7.42,8.75,69.406
901,2022-07-21,25.45,4.34,5.871,6.46,18.356,15.419,23.86,7.15,8.51,69.596
902,2022-07-22,26.4,4.35,5.908,6.41,17.798,15.462,23.773,7.2,8.39,68.455
903,2022-07-25,27.5,4.13,5.788,6.84,17.984,15.165,23.159,7.1,8.3,69.311
904,2022-07-26,26.4,4.17,5.732,6.55,17.054,15.122,22.632,6.97,8.14,68.455
905,2022-07-27,26.4,4.19,5.778,6.65,17.426,15.037,22.896,6.91,8.2,68.645
906,2022-07-28,24.6,4.21,5.926,6.5,17.519,15.377,23.86,7.04,8.25,69.026
907,2022-07-29,23.8,4.26,5.843,6.49,17.519,15.292,23.948,7.04,8.14,69.216
908,2022-08-01,25.3,4.28,5.973,6.08,17.659,15.589,24.299,7.11,8.12,69.881
909,2022-08-02,25.7,4.45,6.195,6.49,17.937,16.099,24.562,7.6,8.54,69.786
910,2022-08-03,25.5,4.36,6.26,6.94,18.96,16.142,24.738,7.63,8.8,69.786
911,2022-08-04,26.65,4.4,6.232,6.86,18.402,16.014,24.387,7.47,8.68,69.691
912,2022-08-05,26.7,4.45,6.288,6.85,18.495,15.844,24.387,7.49,8.67,69.026
913,2022-08-08,26.8,4.6,6.278,6.69,19.703,15.759,25.353,7.72,8.77,68.645
914,2022-08-09,25.5,4.61,6.362,6.84,19.239,16.099,24.913,7.97,8.79,68.455
915,2022-08-10,24.95,4.61,6.352,6.96,19.192,15.929,24.651,7.81,9.1,68.931
916,2022-08-11,25.7,4.43,6.288,6.84,19.006,16.227,24.212,7.57,8.71,67.6
917,2022-08-12,26.75,4.41,6.297,6.88,19.239,16.227,24.387,7.55,8.74,68.36
918,2022-08-15,28.6,4.4,6.315,7.1,19.192,16.269,24.475,7.6,8.65,67.98
919,2022-08-16,28.15,4.4,6.278,7.3,19.285,16.142,25.176,7.61,8.62,68.265
920,2022-08-17,27.7,4.33,6.223,7.1,19.703,15.844,24.826,7.41,8.42,69.026
921,2022-08-18,28.2,4.16,6.158,6.91,19.424,15.802,24.212,7.45,8.23,69.786
922,2022-08-19,27.5,4.19,6.112,6.82,18.913,15.207,23.773,7.34,8.2,70.452
923,2022-08-22,27.85,4.05,5.954,6.97,18.17,15.122,23.51,7.28,8.06,70.072
924,2022-08-23,28.4,4.2,6.065,6.94,18.588,15.547,24.562,7.3,8.22,72.068
925,2022-08-24,28.4,4.23,6.102,7.2,18.913,15.249,24.387,7.81,8.33,73.875
926,2022-08-25,27.95,4.22,6.176,7.12,19.517,15.717,24.299,7.83,8.23,74.065
927,2022-08-26,28.3,4.12,6.186,6.94,19.332,15.419,23.685,7.68,8.11,73.114
928,2022-08-29,28.2,4.0,6.019,6.82,18.913,15.207,23.071,7.4,7.86,71.783
929,2022-08-30,28.8,4.05,6.0,6.7,18.681,15.717,23.159,7.4,7.87,72.258
930,2022-08-31,28.65,4.0,6.0,6.76,19.982,15.505,23.598,7.36,7.86,71.783
931,2022-09-05,27.6,4.0,5.945,6.71,20.168,15.335,23.773,7.4,7.86,73.684
932,2022-09-06,26.75,3.94,5.936,6.57,20.168,15.335,23.51,7.35,7.86,73.97
933,2022-09-07,25.3,3.74,5.602,6.2,19.517,14.909,22.457,6.86,7.32,71.973
